comune,comune_normalized,regione,provincia,sigla_prov,lat,lon
Andria,andria,Puglia,Barletta-Andria-Trani,BT,41.227646,16.295435
Barletta,barletta,Puglia,Barletta-Andria-Trani,BT,41.321498,16.28687
Bisceglie,bisceglie,Puglia,Barletta-Andria-Trani,BT,41.240274,16.501011
Canosa di Puglia,canosa di puglia,Puglia,Barletta-Andria-Trani,BT,41.219631,16.067466
Margherita di Savoia,margherita di savoia,Puglia,Barletta-Andria-Trani,BT,41.374235,16.150166
Minervino Murge,minervino murge,Puglia,Barletta-Andria-Trani,BT,41.085052,16.077776
San Ferdinando di Puglia,san ferdinando di puglia,Puglia,Barletta-Andria-Trani,BT,41.302632,16.070465
Spinazzola,spinazzola,Puglia,Barletta-Andria-Trani,BT,40.969168,16.088007
Trani,trani,Puglia,Barletta-Andria-Trani,BT,41.275088,16.416258
Trinitapoli,trinitapoli,Puglia,Barletta-Andria-Trani,BT,41.358853,16.087436
Abriola,abriola,Basilicata,Potenza,PZ,40.507882,15.81376
Acerenza,acerenza,Basilicata,Potenza,PZ,40.792121,15.936568
Albano di Lucania,albano di lucania,Basilicata,Potenza,PZ,40.584445,16.036716
Anzi,anzi,Basilicata,Potenza,PZ,40.516615,15.924571
Armento,armento,Basilicata,Potenza,PZ,40.307712,16.064977
Atella,atella,Basilicata,Potenza,PZ,40.880321,15.650161
Avigliano,avigliano,Basilicata,Potenza,PZ,40.729718,15.720264
Balvano,balvano,Basilicata,Potenza,PZ,40.650315,15.514161
Banzi,banzi,Basilicata,Potenza,PZ,40.861559,16.013768
Baragiano,baragiano,Basilicata,Potenza,PZ,40.679738,15.593966
Barile,barile,Basilicata,Potenza,PZ,40.946322,15.67266
Bella,bella,Basilicata,Potenza,PZ,40.760917,15.54056
Brienza,brienza,Basilicata,Potenza,PZ,40.477849,15.630151
Brindisi Montagna,brindisi montagna,Basilicata,Potenza,PZ,40.609517,15.939771
Calvello,calvello,Basilicata,Potenza,PZ,40.476014,15.84857
Calvera,calvera,Basilicata,Potenza,PZ,40.149509,16.143881
Campomaggiore,campomaggiore,Basilicata,Potenza,PZ,40.566012,16.073217
Cancellara,cancellara,Basilicata,Potenza,PZ,40.730219,15.925769
Carbone,carbone,Basilicata,Potenza,PZ,40.142409,16.08938
San Paolo Albanese,san paolo albanese,Basilicata,Potenza,PZ,40.036708,16.334586
Castelgrande,castelgrande,Basilicata,Potenza,PZ,40.786617,15.430157
Castelluccio Inferiore,castelluccio inferiore,Basilicata,Potenza,PZ,40.003905,15.980879
Castelluccio Superiore,castelluccio superiore,Basilicata,Potenza,PZ,40.010305,15.975079
Castelmezzano,castelmezzano,Basilicata,Potenza,PZ,40.530237,16.046551
Castelsaraceno,castelsaraceno,Basilicata,Potenza,PZ,40.163708,15.991877
Castronuovo di Sant'Andrea,castronuovo di sant'andrea,Basilicata,Potenza,PZ,40.19071,16.185481
Cersosimo,cersosimo,Basilicata,Potenza,PZ,40.047009,16.349386
Chiaromonte,chiaromonte,Basilicata,Potenza,PZ,40.124009,16.213835
Corleto Perticara,corleto perticara,Basilicata,Potenza,PZ,40.383513,16.040676
Episcopia,episcopia,Basilicata,Potenza,PZ,40.074807,16.098181
Fardella,fardella,Basilicata,Potenza,PZ,40.113809,16.169782
Filiano,filiano,Basilicata,Potenza,PZ,40.831879,15.716292
Forenza,forenza,Basilicata,Potenza,PZ,40.859583,15.855268
Francavilla in Sinni,francavilla in sinni,Basilicata,Potenza,PZ,40.080192,16.203224
Gallicchio,gallicchio,Basilicata,Potenza,PZ,40.289012,16.139079
Genzano di Lucania,genzano di lucania,Basilicata,Potenza,PZ,40.849102,16.032463
Grumento Nova,grumento nova,Basilicata,Potenza,PZ,40.28281,15.888773
Guardia Perticara,guardia perticara,Basilicata,Potenza,PZ,40.360513,16.098877
Lagonegro,lagonegro,Basilicata,Potenza,PZ,40.128306,15.761472
Latronico,latronico,Basilicata,Potenza,PZ,40.089807,16.011778
Laurenzana,laurenzana,Basilicata,Potenza,PZ,40.460514,15.970973
Lauria,lauria,Basilicata,Potenza,PZ,40.047351,15.836595
Lavello,lavello,Basilicata,Potenza,PZ,41.045625,15.790762
Maratea,maratea,Basilicata,Potenza,PZ,39.996703,15.722373
Marsico Nuovo,marsico nuovo,Basilicata,Potenza,PZ,40.423012,15.734868
Marsicovetere,marsicovetere,Basilicata,Potenza,PZ,40.376601,15.824493
Maschito,maschito,Basilicata,Potenza,PZ,40.908922,15.829464
Melfi,melfi,Basilicata,Potenza,PZ,40.996127,15.655654
Missanello,missanello,Basilicata,Potenza,PZ,40.282012,16.16598
Moliterno,moliterno,Basilicata,Potenza,PZ,40.241932,15.86902
Montemilone,montemilone,Basilicata,Potenza,PZ,41.030026,15.969266
Montemurro,montemurro,Basilicata,Potenza,PZ,40.296911,15.991275
Muro Lucano,muro lucano,Basilicata,Potenza,PZ,40.752517,15.485759
Nemoli,nemoli,Basilicata,Potenza,PZ,40.067505,15.800274
Noepoli,noepoli,Basilicata,Potenza,PZ,40.086809,16.329685
Oppido Lucano,oppido lucano,Basilicata,Potenza,PZ,40.76182,15.98667
Palazzo San Gervasio,palazzo san gervasio,Basilicata,Potenza,PZ,40.931324,15.980767
Pescopagano,pescopagano,Basilicata,Potenza,PZ,40.835618,15.398856
Picerno,picerno,Basilicata,Potenza,PZ,40.638456,15.635874
Pietragalla,pietragalla,Basilicata,Potenza,PZ,40.747522,15.880648
Pietrapertosa,pietrapertosa,Basilicata,Potenza,PZ,40.518017,16.063207
Pignola,pignola,Basilicata,Potenza,PZ,40.573637,15.783504
Potenza,potenza,Basilicata,Potenza,PZ,40.518319,15.82096
Rapolla,rapolla,Basilicata,Potenza,PZ,40.975723,15.67126
Rapone,rapone,Basilicata,Potenza,PZ,40.846719,15.501158
Rionero in Vulture,rionero in vulture,Basilicata,Potenza,PZ,40.926188,15.669441
Ripacandida,ripacandida,Basilicata,Potenza,PZ,40.911781,15.724783
Rivello,rivello,Basilicata,Potenza,PZ,40.078005,15.756073
Roccanova,roccanova,Basilicata,Potenza,PZ,40.212011,16.203181
Rotonda,rotonda,Basilicata,Potenza,PZ,39.952786,16.039088
Ruoti,ruoti,Basilicata,Potenza,PZ,40.718017,15.678963
Ruvo del Monte,ruvo del monte,Basilicata,Potenza,PZ,40.848819,15.541359
San Chirico Nuovo,san chirico nuovo,Basilicata,Potenza,PZ,40.676747,16.078534
San Chirico Raparo,san chirico raparo,Basilicata,Potenza,PZ,40.190715,16.076348
San Costantino Albanese,san costantino albanese,Basilicata,Potenza,PZ,40.035808,16.304686
San Fele,san fele,Basilicata,Potenza,PZ,40.819326,15.538428
San Martino d'Agri,san martino d'agri,Basilicata,Potenza,PZ,40.23971,16.053078
San Severino Lucano,san severino lucano,Basilicata,Potenza,PZ,40.020607,16.137882
Sant'Angelo Le Fratte,sant'angelo le fratte,Basilicata,Potenza,PZ,40.545913,15.558963
Sant'Arcangelo,sant'arcangelo,Basilicata,Potenza,PZ,40.247312,16.271182
Sarconi,sarconi,Basilicata,Potenza,PZ,40.247891,15.890397
Sasso di Castalda,sasso di castalda,Basilicata,Potenza,PZ,40.488266,15.677963
Satriano di Lucania,satriano di lucania,Basilicata,Potenza,PZ,40.543914,15.638265
Savoia di Lucania,savoia di lucania,Basilicata,Potenza,PZ,40.569813,15.552562
Senise,senise,Basilicata,Potenza,PZ,40.147158,16.289501
Spinoso,spinoso,Basilicata,Potenza,PZ,40.269694,15.966769
Teana,teana,Basilicata,Potenza,PZ,40.124809,16.151781
Terranova di Pollino,terranova di pollino,Basilicata,Potenza,PZ,39.978107,16.296286
Tito,tito,Basilicata,Potenza,PZ,40.583615,15.675465
Tolve,tolve,Basilicata,Potenza,PZ,40.694219,16.016271
Tramutola,tramutola,Basilicata,Potenza,PZ,40.31661,15.791071
Trecchina,trecchina,Basilicata,Potenza,PZ,40.025658,15.776787
Trivigno,trivigno,Basilicata,Potenza,PZ,40.581017,15.989872
Vaglio Basilicata,vaglio basilicata,Basilicata,Potenza,PZ,40.665873,15.92007
Venosa,venosa,Basilicata,Potenza,PZ,40.961323,15.814863
Vietri di Potenza,vietri di potenza,Basilicata,Potenza,PZ,40.598647,15.507246
Viggianello,viggianello,Basilicata,Potenza,PZ,39.973195,16.085353
Viggiano,viggiano,Basilicata,Potenza,PZ,40.340711,15.900773
Ginestra,ginestra,Basilicata,Potenza,PZ,40.929822,15.734562
Paterno,paterno,Basilicata,Potenza,PZ,40.378311,15.732769
Accettura,accettura,Basilicata,Matera,MT,40.491016,16.157977
Aliano,aliano,Basilicata,Matera,MT,40.313827,16.229961
Bernalda,bernalda,Basilicata,Matera,MT,40.412918,16.691097
Calciano,calciano,Basilicata,Matera,MT,40.588018,16.192376
Cirigliano,cirigliano,Basilicata,Matera,MT,40.394414,16.172578
Colobraro,colobraro,Basilicata,Matera,MT,40.187312,16.424986
Craco,craco,Basilicata,Matera,MT,40.379916,16.437084
Ferrandina,ferrandina,Basilicata,Matera,MT,40.501218,16.454683
Garaguso,garaguso,Basilicata,Matera,MT,40.548418,16.227178
Gorgoglione,gorgoglione,Basilicata,Matera,MT,40.394414,16.144578
Grassano,grassano,Basilicata,Matera,MT,40.63262,16.282778
Grottole,grottole,Basilicata,Matera,MT,40.60102,16.37928
Irsina,irsina,Basilicata,Matera,MT,40.749622,16.235775
Matera,matera,Basilicata,Matera,MT,40.447642,16.473574
Miglionico,miglionico,Basilicata,Matera,MT,40.56842,16.502484
Montalbano Jonico,montalbano jonico,Basilicata,Matera,MT,40.28841,16.568171
Montescaglioso,montescaglioso,Basilicata,Matera,MT,40.552221,16.666887
Nova Siri,nova siri,Basilicata,Matera,MT,40.148212,16.538889
Oliveto Lucano,oliveto lucano,Basilicata,Matera,MT,40.535317,16.184577
Pisticci,pisticci,Basilicata,Matera,MT,40.390527,16.556732
Policoro,policoro,Basilicata,Matera,MT,40.21046,16.676376
Pomarico,pomarico,Basilicata,Matera,MT,40.517944,16.545945
Rotondella,rotondella,Basilicata,Matera,MT,40.171312,16.525589
Salandra,salandra,Basilicata,Matera,MT,40.527518,16.31918
San Giorgio Lucano,san giorgio lucano,Basilicata,Matera,MT,40.11191,16.387986
San Mauro Forte,san mauro forte,Basilicata,Matera,MT,40.487117,16.248079
Stigliano,stigliano,Basilicata,Matera,MT,40.401238,16.231594
Tricarico,tricarico,Basilicata,Matera,MT,40.620076,16.143617
Tursi,tursi,Basilicata,Matera,MT,40.245213,16.469687
Valsinni,valsinni,Basilicata,Matera,MT,40.169912,16.443487
Scanzano Jonico,scanzano jonico,Basilicata,Matera,MT,40.249792,16.69804
Acquaformosa,acquaformosa,Calabria,Cosenza,CS,39.7231,16.089885
Acquappesa,acquappesa,Calabria,Cosenza,CS,39.493695,15.952084
Acri,acri,Calabria,Cosenza,CS,39.493005,16.38495
Aiello Calabro,aiello calabro,Calabria,Cosenza,CS,39.117469,16.166663
Aieta,aieta,Calabria,Cosenza,CS,39.928575,15.82398
Albidona,albidona,Calabria,Cosenza,CS,39.924121,16.469869
Alessandria del Carretto,alessandria del carretto,Calabria,Cosenza,CS,39.958107,16.379488
Altilia,altilia,Calabria,Cosenza,CS,39.13049,16.252695
Altomonte,altomonte,Calabria,Cosenza,CS,39.697882,16.127128
Amantea,amantea,Calabria,Cosenza,CS,39.133189,16.074591
Amendolara,amendolara,Calabria,Cosenza,CS,39.952438,16.582284
Aprigliano,aprigliano,Calabria,Cosenza,CS,39.241693,16.341796
Belmonte Calabro,belmonte calabro,Calabria,Cosenza,CS,39.162203,16.082536
Belsito,belsito,Calabria,Cosenza,CS,39.177191,16.288295
Belvedere Marittimo,belvedere marittimo,Calabria,Cosenza,CS,39.617973,15.861853
Bianchi,bianchi,Calabria,Cosenza,CS,39.100891,16.410099
Bisignano,bisignano,Calabria,Cosenza,CS,39.500197,16.274461
Bocchigliero,bocchigliero,Calabria,Cosenza,CS,39.419799,16.749002
Bonifati,bonifati,Calabria,Cosenza,CS,39.585296,15.900282
Buonvicino,buonvicino,Calabria,Cosenza,CS,39.690177,15.883999
Calopezzati,calopezzati,Calabria,Cosenza,CS,39.560673,16.801158
Caloveto,caloveto,Calabria,Cosenza,CS,39.50585,16.759549
Campana,campana,Calabria,Cosenza,CS,39.412448,16.822564
Canna,canna,Calabria,Cosenza,CS,40.093911,16.504289
Cariati,cariati,Calabria,Cosenza,CS,39.49625,16.947448
Carolei,carolei,Calabria,Cosenza,CS,39.256292,16.220093
Carpanzano,carpanzano,Calabria,Cosenza,CS,39.147491,16.303296
Cassano all'Ionio,cassano all'ionio,Calabria,Cosenza,CS,39.785022,16.315928
Castiglione Cosentino,castiglione cosentino,Calabria,Cosenza,CS,39.351639,16.284431
Castrolibero,castrolibero,Calabria,Cosenza,CS,39.308093,16.194392
Castroregio,castroregio,Calabria,Cosenza,CS,39.992408,16.47759
Castrovillari,castrovillari,Calabria,Cosenza,CS,39.815494,16.202772
Celico,celico,Calabria,Cosenza,CS,39.310094,16.339895
Cellara,cellara,Calabria,Cosenza,CS,39.218492,16.334796
Cerchiara di Calabria,cerchiara di calabria,Calabria,Cosenza,CS,39.860405,16.382789
Cerisano,cerisano,Calabria,Cosenza,CS,39.276092,16.175392
Cervicati,cervicati,Calabria,Cosenza,CS,39.542497,16.128287
Cerzeto,cerzeto,Calabria,Cosenza,CS,39.507796,16.114988
Cetraro,cetraro,Calabria,Cosenza,CS,39.516595,15.941584
Civita,civita,Calabria,Cosenza,CS,39.828804,16.312488
Cleto,cleto,Calabria,Cosenza,CS,39.090189,16.158393
Colosimi,colosimi,Calabria,Cosenza,CS,39.119091,16.399698
Cosenza,cosenza,Calabria,Cosenza,CS,39.596685,16.333056
Cropalati,cropalati,Calabria,Cosenza,CS,39.517201,16.726501
Crosia,crosia,Calabria,Cosenza,CS,39.567602,16.772801
Diamante,diamante,Calabria,Cosenza,CS,39.67773,15.821128
Dipignano,dipignano,Calabria,Cosenza,CS,39.237492,16.253094
Domanico,domanico,Calabria,Cosenza,CS,39.219691,16.206093
Fagnano Castello,fagnano castello,Calabria,Cosenza,CS,39.565697,16.053673
Falconara Albanese,falconara albanese,Calabria,Cosenza,CS,39.275892,16.09179
Figline Vegliaturo,figline vegliaturo,Calabria,Cosenza,CS,39.225192,16.330296
Firmo,firmo,Calabria,Cosenza,CS,39.721401,16.170186
Fiumefreddo Bruzio,fiumefreddo bruzio,Calabria,Cosenza,CS,39.234427,16.069517
Francavilla Marittima,francavilla marittima,Calabria,Cosenza,CS,39.817846,16.386644
Frascineto,frascineto,Calabria,Cosenza,CS,39.836404,16.261987
Fuscaldo,fuscaldo,Calabria,Cosenza,CS,39.414294,16.029787
Grimaldi,grimaldi,Calabria,Cosenza,CS,39.14199,16.235694
Grisolia,grisolia,Calabria,Cosenza,CS,39.724499,15.854179
Guardia Piemontese,guardia piemontese,Calabria,Cosenza,CS,39.466163,15.999259
Lago,lago,Calabria,Cosenza,CS,39.166767,16.149135
Laino Borgo,laino borgo,Calabria,Cosenza,CS,39.95352,15.973719
Laino Castello,laino castello,Calabria,Cosenza,CS,39.936304,15.97658
Lappano,lappano,Calabria,Cosenza,CS,39.319506,16.312166
Lattarico,lattarico,Calabria,Cosenza,CS,39.463378,16.137829
Longobardi,longobardi,Calabria,Cosenza,CS,39.20709,16.07649
Longobucco,longobucco,Calabria,Cosenza,CS,39.448299,16.610499
Lungro,lungro,Calabria,Cosenza,CS,39.742265,16.122825
Luzzi,luzzi,Calabria,Cosenza,CS,39.446105,16.287255
Maierà,maiera,Calabria,Cosenza,CS,39.717518,15.849327
Malito,malito,Calabria,Cosenza,CS,39.15499,16.248595
Malvito,malvito,Calabria,Cosenza,CS,39.599698,16.053285
Mandatoriccio,mandatoriccio,Calabria,Cosenza,CS,39.467201,16.834804
Mangone,mangone,Calabria,Cosenza,CS,39.205592,16.331996
Marano Marchesato,marano marchesato,Calabria,Cosenza,CS,39.315993,16.173791
Marano Principato,marano principato,Calabria,Cosenza,CS,39.299593,16.175091
Marzi,marzi,Calabria,Cosenza,CS,39.170791,16.306396
Mendicino,mendicino,Calabria,Cosenza,CS,39.263596,16.195352
Mongrassano,mongrassano,Calabria,Cosenza,CS,39.526897,16.110587
Montalto Uffugo,montalto uffugo,Calabria,Cosenza,CS,39.404795,16.15799
Montegiordano,montegiordano,Calabria,Cosenza,CS,40.04301,16.534391
Morano Calabro,morano calabro,Calabria,Cosenza,CS,39.843941,16.135613
Mormanno,mormanno,Calabria,Cosenza,CS,39.888303,15.98678
Mottafollone,mottafollone,Calabria,Cosenza,CS,39.648699,16.063385
Nocara,nocara,Calabria,Cosenza,CS,40.099411,16.481889
Oriolo,oriolo,Calabria,Cosenza,CS,40.053809,16.446088
Orsomarso,orsomarso,Calabria,Cosenza,CS,39.800172,15.909528
Paludi,paludi,Calabria,Cosenza,CS,39.529394,16.681569
Panettieri,panettieri,Calabria,Cosenza,CS,39.05999,16.4567
Paola,paola,Calabria,Cosenza,CS,39.359893,16.039588
Papasidero,papasidero,Calabria,Cosenza,CS,39.871915,15.905552
Parenti,parenti,Calabria,Cosenza,CS,39.162192,16.410498
Paterno Calabro,paterno calabro,Calabria,Cosenza,CS,39.228492,16.264894
Pedivigliano,pedivigliano,Calabria,Cosenza,CS,39.10949,16.302896
Piane Crati,piane crati,Calabria,Cosenza,CS,39.234093,16.325495
Pietrafitta,pietrafitta,Calabria,Cosenza,CS,39.261393,16.338595
Pietrapaola,pietrapaola,Calabria,Cosenza,CS,39.487501,16.815803
Plataci,plataci,Calabria,Cosenza,CS,39.900406,16.43199
Praia a Mare,praia a mare,Calabria,Cosenza,CS,39.900902,15.779276
Rende,rende,Calabria,Cosenza,CS,39.331993,16.184383
Rocca Imperiale,rocca imperiale,Calabria,Cosenza,CS,40.109711,16.580191
Roggiano Gravina,roggiano gravina,Calabria,Cosenza,CS,39.618199,16.159687
Rogliano,rogliano,Calabria,Cosenza,CS,39.178764,16.323409
Rose,rose,Calabria,Cosenza,CS,39.398495,16.287193
Roseto Capo Spulico,roseto capo spulico,Calabria,Cosenza,CS,39.987009,16.601693
Rota Greca,rota greca,Calabria,Cosenza,CS,39.468496,16.112588
Rovito,rovito,Calabria,Cosenza,CS,39.307994,16.321094
San Basile,san basile,Calabria,Cosenza,CS,39.809603,16.163285
San Benedetto Ullano,san benedetto ullano,Calabria,Cosenza,CS,39.427095,16.123789
San Cosmo Albanese,san cosmo albanese,Calabria,Cosenza,CS,39.5831,16.420193
San Demetrio Corone,san demetrio corone,Calabria,Cosenza,CS,39.569899,16.361492
San Donato di Ninea,san donato di ninea,Calabria,Cosenza,CS,39.7116,16.048491
San Fili,san fili,Calabria,Cosenza,CS,39.338893,16.14349
Sangineto,sangineto,Calabria,Cosenza,CS,39.604797,15.914882
San Giorgio Albanese,san giorgio albanese,Calabria,Cosenza,CS,39.581818,16.454187
San Giovanni in Fiore,san giovanni in fiore,Calabria,Cosenza,CS,39.252976,16.697377
San Lorenzo Bellizzi,san lorenzo bellizzi,Calabria,Cosenza,CS,39.889205,16.330288
San Lorenzo del Vallo,san lorenzo del vallo,Calabria,Cosenza,CS,39.668201,16.29739
San Lucido,san lucido,Calabria,Cosenza,CS,39.308892,16.050788
San Marco Argentano,san marco argentano,Calabria,Cosenza,CS,39.557408,16.119089
San Martino di Finita,san martino di finita,Calabria,Cosenza,CS,39.490596,16.109788
San Nicola Arcella,san nicola arcella,Calabria,Cosenza,CS,39.848174,15.794971
San Pietro in Amantea,san pietro in amantea,Calabria,Cosenza,CS,39.136389,16.111592
San Pietro in Guarano,san pietro in guarano,Calabria,Cosenza,CS,39.342094,16.311247
San Sosti,san sosti,Calabria,Cosenza,CS,39.660948,16.028228
Santa Caterina Albanese,santa caterina albanese,Calabria,Cosenza,CS,39.586119,16.070479
Santa Domenica Talao,santa domenica talao,Calabria,Cosenza,CS,39.819501,15.854578
Sant'Agata di Esaro,sant'agata di esaro,Calabria,Cosenza,CS,39.622798,15.983783
Santa Maria del Cedro,santa maria del cedro,Calabria,Cosenza,CS,39.746199,15.836379
Santa Sofia d'Epiro,santa sofia d'epiro,Calabria,Cosenza,CS,39.54709,16.329117
Santo Stefano di Rogliano,santo stefano di rogliano,Calabria,Cosenza,CS,39.192492,16.318196
San Vincenzo La Costa,san vincenzo la costa,Calabria,Cosenza,CS,39.365194,16.15169
Saracena,saracena,Calabria,Cosenza,CS,39.776837,16.156472
Scala Coeli,scala coeli,Calabria,Cosenza,CS,39.449801,16.885405
Scalea,scalea,Calabria,Cosenza,CS,39.81666,15.790547
Scigliano,scigliano,Calabria,Cosenza,CS,39.128688,16.308213
Serra d'Aiello,serra d'aiello,Calabria,Cosenza,CS,39.090288,16.127493
Spezzano Albanese,spezzano albanese,Calabria,Cosenza,CS,39.668801,16.31049
Spezzano della Sila,spezzano della sila,Calabria,Cosenza,CS,39.299411,16.33945
Tarsia,tarsia,Calabria,Cosenza,CS,39.6209,16.27169
Terranova da Sibari,terranova da sibari,Calabria,Cosenza,CS,39.656901,16.339491
Terravecchia,terravecchia,Calabria,Cosenza,CS,39.464901,16.946006
Torano Castello,torano castello,Calabria,Cosenza,CS,39.506296,16.145588
Tortora,tortora,Calabria,Cosenza,CS,39.941303,15.805176
Trebisacce,trebisacce,Calabria,Cosenza,CS,39.870107,16.530667
Vaccarizzo Albanese,vaccarizzo albanese,Calabria,Cosenza,CS,39.5854,16.432894
Verbicaro,verbicaro,Calabria,Cosenza,CS,39.7556,15.91358
Villapiana,villapiana,Calabria,Cosenza,CS,39.846505,16.455191
Zumpano,zumpano,Calabria,Cosenza,CS,39.310894,16.292094
Casali del Manco,casali del manco,Calabria,Cosenza,CS,39.294833,16.450109
Corigliano-Rossano,corigliano-rossano,Calabria,Cosenza,CS,39.616315,16.577896
Albi,albi,Calabria,Catanzaro,CZ,39.02499,16.596404
Amaroni,amaroni,Calabria,Catanzaro,CZ,38.793085,16.448103
Amato,amato,Calabria,Catanzaro,CZ,38.941788,16.462202
Andali,andali,Calabria,Catanzaro,CZ,39.013391,16.768407
Argusto,argusto,Calabria,Catanzaro,CZ,38.680783,16.435404
Badolato,badolato,Calabria,Catanzaro,CZ,38.568681,16.524607
Belcastro,belcastro,Calabria,Catanzaro,CZ,39.017992,16.786408
Borgia,borgia,Calabria,Catanzaro,CZ,38.826186,16.508804
Botricello,botricello,Calabria,Catanzaro,CZ,38.93199,16.85831
Caraffa di Catanzaro,caraffa di catanzaro,Calabria,Catanzaro,CZ,38.881287,16.485603
Cardinale,cardinale,Calabria,Catanzaro,CZ,38.642336,16.38748
Carlopoli,carlopoli,Calabria,Catanzaro,CZ,39.05669,16.4549
Catanzaro,catanzaro,Calabria,Catanzaro,CZ,38.82996,16.431557
Cenadi,cenadi,Calabria,Catanzaro,CZ,38.719483,16.417203
Centrache,centrache,Calabria,Catanzaro,CZ,38.728984,16.432103
Cerva,cerva,Calabria,Catanzaro,CZ,39.018824,16.742749
Chiaravalle Centrale,chiaravalle centrale,Calabria,Catanzaro,CZ,38.680383,16.410603
Cicala,cicala,Calabria,Catanzaro,CZ,39.02219,16.486101
Conflenti,conflenti,Calabria,Catanzaro,CZ,39.071689,16.284496
Cortale,cortale,Calabria,Catanzaro,CZ,38.840086,16.409602
Cropani,cropani,Calabria,Catanzaro,CZ,38.967791,16.781308
Curinga,curinga,Calabria,Catanzaro,CZ,38.826185,16.3134
Davoli,davoli,Calabria,Catanzaro,CZ,38.647383,16.486205
Decollatura,decollatura,Calabria,Catanzaro,CZ,39.047789,16.355098
Falerna,falerna,Calabria,Catanzaro,CZ,38.995559,16.162568
Feroleto Antico,feroleto antico,Calabria,Catanzaro,CZ,38.961095,16.388327
Fossato Serralta,fossato serralta,Calabria,Catanzaro,CZ,38.99629,16.579604
Gagliato,gagliato,Calabria,Catanzaro,CZ,38.676978,16.462646
Gasperina,gasperina,Calabria,Catanzaro,CZ,38.73965,16.507381
Gimigliano,gimigliano,Calabria,Catanzaro,CZ,38.974489,16.530503
Girifalco,girifalco,Calabria,Catanzaro,CZ,38.823355,16.426384
Gizzeria,gizzeria,Calabria,Catanzaro,CZ,38.979987,16.203296
Guardavalle,guardavalle,Calabria,Catanzaro,CZ,38.50498,16.503507
Isca sullo Ionio,isca sullo ionio,Calabria,Catanzaro,CZ,38.601282,16.519607
Jacurso,jacurso,Calabria,Catanzaro,CZ,38.84618,16.380042
Magisano,magisano,Calabria,Catanzaro,CZ,39.01339,16.627904
Maida,maida,Calabria,Catanzaro,CZ,38.858841,16.364824
Marcedusa,marcedusa,Calabria,Catanzaro,CZ,39.027792,16.836309
Marcellinara,marcellinara,Calabria,Catanzaro,CZ,38.928093,16.493077
Martirano,martirano,Calabria,Catanzaro,CZ,39.081748,16.248479
Martirano Lombardo,martirano lombardo,Calabria,Catanzaro,CZ,39.074949,16.232759
Miglierina,miglierina,Calabria,Catanzaro,CZ,38.948986,16.471932
Montauro,montauro,Calabria,Catanzaro,CZ,38.74877,16.51291
Montepaone,montepaone,Calabria,Catanzaro,CZ,38.721458,16.498972
Motta Santa Lucia,motta santa lucia,Calabria,Catanzaro,CZ,39.09189,16.292396
Nocera Terinese,nocera terinese,Calabria,Catanzaro,CZ,39.036893,16.160718
Olivadi,olivadi,Calabria,Catanzaro,CZ,38.725584,16.423703
Palermiti,palermiti,Calabria,Catanzaro,CZ,38.748534,16.452216
Pentone,pentone,Calabria,Catanzaro,CZ,38.98579,16.582504
Petrizzi,petrizzi,Calabria,Catanzaro,CZ,38.701383,16.473005
Petronà,petrona,Calabria,Catanzaro,CZ,39.043692,16.755907
Pianopoli,pianopoli,Calabria,Catanzaro,CZ,38.953917,16.388125
Platania,platania,Calabria,Catanzaro,CZ,39.005388,16.320098
San Floro,san floro,Calabria,Catanzaro,CZ,38.837986,16.518704
San Mango d'Aquino,san mango d'aquino,Calabria,Catanzaro,CZ,39.060284,16.193707
San Pietro a Maida,san pietro a maida,Calabria,Catanzaro,CZ,38.846804,16.343454
San Pietro Apostolo,san pietro apostolo,Calabria,Catanzaro,CZ,39.004389,16.468401
San Sostene,san sostene,Calabria,Catanzaro,CZ,38.637882,16.487106
Santa Caterina dello Ionio,santa caterina dello ionio,Calabria,Catanzaro,CZ,38.532681,16.522007
Sant'Andrea Apostolo dello Ionio,sant'andrea apostolo dello ionio,Calabria,Catanzaro,CZ,38.622582,16.528307
San Vito sullo Ionio,san vito sullo ionio,Calabria,Catanzaro,CZ,38.711783,16.409703
Satriano,satriano,Calabria,Catanzaro,CZ,38.666883,16.481205
Sellia,sellia,Calabria,Catanzaro,CZ,38.982284,16.629684
Sellia Marina,sellia marina,Calabria,Catanzaro,CZ,38.899625,16.74433
Serrastretta,serrastretta,Calabria,Catanzaro,CZ,39.013189,16.4163
Sersale,sersale,Calabria,Catanzaro,CZ,39.010891,16.726907
Settingiano,settingiano,Calabria,Catanzaro,CZ,38.911388,16.513903
Simeri Crichi,simeri crichi,Calabria,Catanzaro,CZ,38.909644,16.656018
Sorbo San Basile,sorbo san basile,Calabria,Catanzaro,CZ,39.01939,16.569103
Soverato,soverato,Calabria,Catanzaro,CZ,38.687717,16.550044
Soveria Mannelli,soveria mannelli,Calabria,Catanzaro,CZ,39.08289,16.371898
Soveria Simeri,soveria simeri,Calabria,Catanzaro,CZ,38.946589,16.680106
Squillace,squillace,Calabria,Catanzaro,CZ,38.779485,16.512205
Stalettì,staletti,Calabria,Catanzaro,CZ,38.765485,16.537605
Taverna,taverna,Calabria,Catanzaro,CZ,39.02179,16.581803
Tiriolo,tiriolo,Calabria,Catanzaro,CZ,38.943288,16.508303
Torre di Ruggiero,torre di ruggiero,Calabria,Catanzaro,CZ,38.653382,16.372803
Vallefiorita,vallefiorita,Calabria,Catanzaro,CZ,38.776385,16.461003
