comune,comune_normalized,regione,provincia,sigla_prov,lat,lon
Faleria,faleria,Lazio,Viterbo,VT,42.226179,12.443181
Farnese,farnese,Lazio,Viterbo,VT,42.549426,11.725652
Gallese,gallese,Lazio,Viterbo,VT,42.373287,12.402804
Gradoli,gradoli,Lazio,Viterbo,VT,42.643692,11.854888
Graffignano,graffignano,Lazio,Viterbo,VT,42.574812,12.204398
Grotte di Castro,grotte di castro,Lazio,Viterbo,VT,42.674529,11.872253
Ischia di Castro,ischia di castro,Lazio,Viterbo,VT,42.544655,11.754014
Latera,latera,Lazio,Viterbo,VT,42.629028,11.827453
Lubriano,lubriano,Lazio,Viterbo,VT,42.636231,12.108759
Marta,marta,Lazio,Viterbo,VT,42.533911,11.924912
Montalto di Castro,montalto di castro,Lazio,Viterbo,VT,42.35346,11.606312
Montefiascone,montefiascone,Lazio,Viterbo,VT,42.537925,12.030997
Monte Romano,monte romano,Lazio,Viterbo,VT,42.266521,11.893759
Monterosi,monterosi,Lazio,Viterbo,VT,42.195823,12.308469
Nepi,nepi,Lazio,Viterbo,VT,42.242824,12.34557
Onano,onano,Lazio,Viterbo,VT,42.692856,11.8164
Oriolo Romano,oriolo romano,Lazio,Viterbo,VT,42.159303,12.138349
Orte,orte,Lazio,Viterbo,VT,42.460598,12.385606
Piansano,piansano,Lazio,Viterbo,VT,42.517932,11.828273
Proceno,proceno,Lazio,Viterbo,VT,42.75716,11.830261
Ronciglione,ronciglione,Lazio,Viterbo,VT,42.290242,12.213806
Villa San Giovanni in Tuscia,villa san giovanni in tuscia,Lazio,Viterbo,VT,42.282669,12.052525
San Lorenzo Nuovo,san lorenzo nuovo,Lazio,Viterbo,VT,42.68673,11.906653
Soriano nel Cimino,soriano nel cimino,Lazio,Viterbo,VT,42.418761,12.234308
Sutri,sutri,Lazio,Viterbo,VT,42.247023,12.215067
Tarquinia,tarquinia,Lazio,Viterbo,VT,42.253239,11.759175
Tessennano,tessennano,Lazio,Viterbo,VT,42.478206,11.790486
Tuscania,tuscania,Lazio,Viterbo,VT,42.420214,11.870261
Valentano,valentano,Lazio,Viterbo,VT,42.569098,11.81833
Vallerano,vallerano,Lazio,Viterbo,VT,42.38397,12.26279
Vasanello,vasanello,Lazio,Viterbo,VT,42.413728,12.346567
Vejano,vejano,Lazio,Viterbo,VT,42.216757,12.095202
Vetralla,vetralla,Lazio,Viterbo,VT,42.320534,12.0575
Vignanello,vignanello,Lazio,Viterbo,VT,42.383826,12.276766
Viterbo,viterbo,Lazio,Viterbo,VT,42.493689,11.945068
Vitorchiano,vitorchiano,Lazio,Viterbo,VT,42.465427,12.172462
Accumoli,accumoli,Lazio,Rieti,RI,42.694141,13.247683
Amatrice,amatrice,Lazio,Rieti,RI,42.629237,13.289176
Antrodoco,antrodoco,Lazio,Rieti,RI,42.416134,13.078683
Ascrea,ascrea,Lazio,Rieti,RI,42.196228,12.996584
Belmonte in Sabina,belmonte in sabina,Lazio,Rieti,RI,42.317654,12.892779
Borbona,borbona,Lazio,Rieti,RI,42.512536,13.135983
Borgorose,borgorose,Lazio,Rieti,RI,42.193354,13.233818
Borgo Velino,borgo velino,Lazio,Rieti,RI,42.406033,13.059283
Cantalice,cantalice,Lazio,Rieti,RI,42.467388,12.903792
Cantalupo in Sabina,cantalupo in sabina,Lazio,Rieti,RI,42.304732,12.650053
Casaprota,casaprota,Lazio,Rieti,RI,42.251028,12.804279
Casperia,casperia,Lazio,Rieti,RI,42.339729,12.670775
Castel di Tora,castel di tora,Lazio,Rieti,RI,42.215328,12.964183
Castelnuovo di Farfa,castelnuovo di farfa,Lazio,Rieti,RI,42.231524,12.742999
Castel Sant'Angelo,castel sant'angelo,Lazio,Rieti,RI,42.393869,13.023455
Cittaducale,cittaducale,Lazio,Rieti,RI,42.386834,12.948341
Cittareale,cittareale,Lazio,Rieti,RI,42.618254,13.159684
Collalto Sabino,collalto sabino,Lazio,Rieti,RI,42.135952,13.04798
Colle di Tora,colle di tora,Lazio,Rieti,RI,42.211628,12.947983
Collegiove,collegiove,Lazio,Rieti,RI,42.175528,13.038986
Collevecchio,collevecchio,Lazio,Rieti,RI,42.334977,12.552953
Colli sul Velino,colli sul velino,Lazio,Rieti,RI,42.498223,12.778689
Concerviano,concerviano,Lazio,Rieti,RI,42.322961,12.98551
Configni,configni,Lazio,Rieti,RI,42.42353,12.642173
Contigliano,contigliano,Lazio,Rieti,RI,42.409359,12.766539
Cottanello,cottanello,Lazio,Rieti,RI,42.405966,12.685971
Fara in Sabina,fara in sabina,Lazio,Rieti,RI,42.209558,12.72937
Fiamignano,fiamignano,Lazio,Rieti,RI,42.265033,13.126363
Forano,forano,Lazio,Rieti,RI,42.296584,12.595375
Frasso Sabino,frasso sabino,Lazio,Rieti,RI,42.229827,12.80558
Greccio,greccio,Lazio,Rieti,RI,42.444796,12.751808
Labro,labro,Lazio,Rieti,RI,42.526012,12.800053
Leonessa,leonessa,Lazio,Rieti,RI,42.56315,12.96385
Longone Sabino,longone sabino,Lazio,Rieti,RI,42.27313,12.967383
Magliano Sabina,magliano sabina,Lazio,Rieti,RI,42.361357,12.48117
Marcetelli,marcetelli,Lazio,Rieti,RI,42.226602,13.046944
Micigliano,micigliano,Lazio,Rieti,RI,42.451339,13.054728
Mompeo,mompeo,Lazio,Rieti,RI,42.24831,12.752236
Montasola,montasola,Lazio,Rieti,RI,42.38643,12.681875
Montebuono,montebuono,Lazio,Rieti,RI,42.366655,12.597059
Monteleone Sabino,monteleone sabino,Lazio,Rieti,RI,42.234336,12.856155
Montenero Sabino,montenero sabino,Lazio,Rieti,RI,42.281229,12.813579
Monte San Giovanni in Sabina,monte san giovanni in sabina,Lazio,Rieti,RI,42.328516,12.777371
Montopoli di Sabina,montopoli di sabina,Lazio,Rieti,RI,42.245927,12.692077
Morro Reatino,morro reatino,Lazio,Rieti,RI,42.526651,12.832321
Nespolo,nespolo,Lazio,Rieti,RI,42.156158,13.070082
Orvinio,orvinio,Lazio,Rieti,RI,42.132126,12.939684
Paganico Sabino,paganico sabino,Lazio,Rieti,RI,42.189628,12.996885
Pescorocchiano,pescorocchiano,Lazio,Rieti,RI,42.208895,13.181641
Petrella Salto,petrella salto,Lazio,Rieti,RI,42.295431,13.068285
Poggio Bustone,poggio bustone,Lazio,Rieti,RI,42.501834,12.888178
Poggio Catino,poggio catino,Lazio,Rieti,RI,42.294999,12.691922
Poggio Mirteto,poggio mirteto,Lazio,Rieti,RI,42.264368,12.684788
Poggio Moiano,poggio moiano,Lazio,Rieti,RI,42.202627,12.879382
Poggio Nativo,poggio nativo,Lazio,Rieti,RI,42.215427,12.79658
Poggio San Lorenzo,poggio san lorenzo,Lazio,Rieti,RI,42.252428,12.84418
Posta,posta,Lazio,Rieti,RI,42.523551,13.096014
Pozzaglia Sabina,pozzaglia sabina,Lazio,Rieti,RI,42.158771,12.964833
Rieti,rieti,Lazio,Rieti,RI,42.414736,12.885888
Rivodutri,rivodutri,Lazio,Rieti,RI,42.516434,12.854977
Roccantica,roccantica,Lazio,Rieti,RI,42.320728,12.693976
Rocca Sinibalda,rocca sinibalda,Lazio,Rieti,RI,42.274429,12.925582
Salisano,salisano,Lazio,Rieti,RI,42.257251,12.745518
Scandriglia,scandriglia,Lazio,Rieti,RI,42.165533,12.841925
Selci,selci,Lazio,Rieti,RI,42.320677,12.621188
Stimigliano,stimigliano,Lazio,Rieti,RI,42.29933,12.565727
Tarano,tarano,Lazio,Rieti,RI,42.355928,12.594973
